document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
cbbbb720b94e009cc9a76b83f08f829de284617e,train,Who is Tommy Brock?,He's a Badger.,is the badger who stole the bunnies,Who is Tommy Brock ?,He s a Badger .,is the badger who stole the bunnies
cbbbb720b94e009cc9a76b83f08f829de284617e,train,Who is Benjamin Bunny's wife?,Flopsy.,Flopsy,Who is Benjamin Bunny s wife ?,Flopsy .,Flopsy
cbbbb720b94e009cc9a76b83f08f829de284617e,train,Who takes the bunnies away from Mr. Bouncer?,Tommy Brock,Mr. Tod,Who takes the bunnies away from Mr. Bouncer ?,Tommy Brock,Mr. Tod
cbbbb720b94e009cc9a76b83f08f829de284617e,train,Who is Benjamin's cousin?,Peter Rabit.,Peter Rabbit ,Who is Benjamin s cousin ?,Peter Rabit .,Peter Rabbit
cbbbb720b94e009cc9a76b83f08f829de284617e,train,Who does Benjamin ask to babysit?,Mr. Bouncer.,Mr Bouncer,Who does Benjamin ask to babysit ?,Mr. Bouncer .,Mr Bouncer
cbbbb720b94e009cc9a76b83f08f829de284617e,train,Who helps Benjamin dig the tunnel?,Peter.,Peter Rabbit.,Who helps Benjamin dig the tunnel ?,Peter .,Peter Rabbit .
cbe5789facedc849284572575cbe776913c61ec9,train,Who does Wendy not bring back to London?,Peter.,Peter.,Who does Wendy not bring back to London ?,Peter .,Peter .
cbe5789facedc849284572575cbe776913c61ec9,train,Who does Peter free?,The Lost Boys.,The Lost Boys.,Who does Peter free ?,The Lost Boys .,The Lost Boys .
cbe5789facedc849284572575cbe776913c61ec9,train,Who does Peter and the Lost Boys save at Mermaids' Lagoon?,Tiger Lily.,Tiger Lily,Who does Peter and the Lost Boys save at Mermaids ' Lagoon ?,Tiger Lily .,Tiger Lily
cbe5789facedc849284572575cbe776913c61ec9,train,Who adopts the Lost Boys?,Mrs. Darling.,Mary Darling,Who adopts the Lost Boys ?,Mrs . Darling .,Mary Darling
cbe5789facedc849284572575cbe776913c61ec9,train,Who arrives at the Darlings' house?,Peter.,Peter Pan,Who arrives at the Darlings ' house ?,Peter .,Peter Pan
cbe5789facedc849284572575cbe776913c61ec9,train,Who does Peter and the Lost Boys save?,Tiger Lily.,Tiger Lily,Who does Peter and the Lost Boys save ?,Tiger Lily .,Tiger Lily
cbe5789facedc849284572575cbe776913c61ec9,train,Who does Wendy fall in love with?,Peter.,Peter,Who does Wendy fall in love with ?,Peter .,Peter
cbe5789facedc849284572575cbe776913c61ec9,train,Who is injured by hook?,Peter.,Peter,Who is injured by hook ?,Peter .,Peter
cbe5789facedc849284572575cbe776913c61ec9,train,Who tells Peter that Wendy was kidnapped?,Tinker Bell.,Tinker Bell,Who tells Peter that Wendy was kidnapped ?,Tinker Bell .,Tinker Bell
cbe5789facedc849284572575cbe776913c61ec9,train,Who dies by the croc's jaws?,Hook.,Captain Hook,Who dies by the croc s jaws ?,Hook .,Captain Hook
cc106dabc672f1549e394204735deac3207d7976,train,Who does Denry arrange an accident for?,The Countress's coach,Countess' coach,Who does Denry arrange an accident for ?,The Countress s coach,Countess ' coach
cc106dabc672f1549e394204735deac3207d7976,train,Who does Denry make a profit from? ,The sightseers,sightseers,Who does Denry make a profit from ?,The sightseers,sightseers
cc106dabc672f1549e394204735deac3207d7976,train,Who does Denry ask to dance at the ball?,Countess of Chell,Countess Shell,Who does Denry ask to dance at the ball ?,Countess of Chell,Countess Shell
cc106dabc672f1549e394204735deac3207d7976,train,Who does Denry marry?,Nellie,Nellie,Who does Denry marry ?,Nellie,Nellie
cc8608ad66db28cabde4fb1b409aff6bce5f13de,train,Who were Adams long-time friends?,"Clarence King, and Jonhn Milton Hay",Clarence King and John Milton Hay,Who were Adams long-time friends ?,"Clarence King , and Jonhn Milton Hay",Clarence King and John Milton Hay
cc8608ad66db28cabde4fb1b409aff6bce5f13de,train,Who does Adams cite in his familiarity of X-rays and radioactivity?,Marconi and Branly.,Marconi and  Branly,Who does Adams cite in his familiarity of X-rays and radioactivity ?,Marconi and Branly .,Marconi and Branly
cc8608ad66db28cabde4fb1b409aff6bce5f13de,train,Who is Adam's wife?,Clover.,Clover,Who is Adam s wife ?,Clover .,Clover
ccfc0362f4cbcc6901fe0ef65a54408c61fb2977,train,Who tells Little Dorritt that she is an heiress?,Mrs Cennam,Mrs. Clennan.,Who tells Little Dorritt that she is an heiress ?,Mrs Cennam,Mrs. Clennan .
ccfc0362f4cbcc6901fe0ef65a54408c61fb2977,train,Who runs Arthur's family business?,Mrs Clennam,Mrs. Clennam,Who runs Arthur s family business ?,Mrs Clennam,Mrs. Clennam
ccfc0362f4cbcc6901fe0ef65a54408c61fb2977,train,Who is downtrodden servant of the family?,Jeremiah ,Jeremiah Flintwinch,Who is downtrodden servant of the family ?,Jeremiah,Jeremiah Flintwinch
ccfc0362f4cbcc6901fe0ef65a54408c61fb2977,train,Who falls in love with Arthur?,Little Dorrit,Little Dorrit,Who falls in love with Arthur ?,Little Dorrit,Little Dorrit
cd282be1ad0f0215565df1809daa573f90381eb4,train,Who did Virginia marry?,Oliver Treadwell.,Oliver Treadwell,Who did Virginia marry ?,Oliver Treadwell .,Oliver Treadwell
cd282be1ad0f0215565df1809daa573f90381eb4,train,Who does Virginia first fall in love with?,Oliver Treadwell,Oliver Treadwell,Who does Virginia first fall in love with ?,Oliver Treadwell,Oliver Treadwell
cd282be1ad0f0215565df1809daa573f90381eb4,train,Who is Oliver cheating on Virginia with?,An actress whom he has in one of his plays,One of the actresses from him play,Who is Oliver cheating on Virginia with ?,An actress whom he has in one of his plays,One of the actresses from him play
ce08ce1f3259d5718a8814a60707402679600349,train,Who is the person Silvia is to marry?,Dorante.,Dorante,Who is the person Silvia is to marry ?,Dorante .,Dorante
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Monsieur Orgon?,Silvia's father,Silvia's father.,Who is Monsieur Orgon ?,Silvia s father,Silvia s father .
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Silvia's servant?,Lisette,Lisette.,Who is Silvia s servant ?,Lisette,Lisette .
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Dorante disguised as?,Boiguignon,Bourguignon,Who is Dorante disguised as ?,Boiguignon,Bourguignon
ce08ce1f3259d5718a8814a60707402679600349,train,Who goes as Dorant?,Arleqin.,"Bourguignon, the servant.",Who goes as Dorant ?,Arleqin .,"Bourguignon , the servant ."
ce08ce1f3259d5718a8814a60707402679600349,train,Who reveals the true identity to Silvia?,Dorante,Dorante does.,Who reveals the true identity to Silvia ?,Dorante,Dorante does .
ce08ce1f3259d5718a8814a60707402679600349,train,Who dresses as Silvia and Dorante?,"Lisette and Arlequin, the actual servers","Lisette and Arlequin, respectively.",Who dresses as Silvia and Dorante ?,"Lisette and Arlequin , the actual servers","Lisette and Arlequin , respectively ."
ce08ce1f3259d5718a8814a60707402679600349,train,Who is the first one to be truthful about who they really are?,Dorante,Dorante.,Who is the first one to be truthful about who they really are ?,Dorante,Dorante .
ce08ce1f3259d5718a8814a60707402679600349,train,Who gets married at the end?,"Silvia and Dorante, as well as Lisette and Arelquin","Silvia and Dorante, and Lisette and Arlequin",Who gets married at the end ?,"Silvia and Dorante , as well as Lisette and Arelquin","Silvia and Dorante , and Lisette and Arlequin"
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Silvia engaged to?,Dorante,Dorante.,Who is Silvia engaged to ?,Dorante,Dorante .
ce08ce1f3259d5718a8814a60707402679600349,train,Who does Silvia exchanges clothes with?,Lisette,Lisette,Who does Silvia exchanges clothes with ?,Lisette,Lisette
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Lisette to Silvia?,a servant,her servant,Who is Lisette to Silvia ?,a servant,her servant
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Monsieur Orgon's to Silvia?,her father,Her Fiance.,Who is Monsieur Orgon s to Silvia ?,her father,Her Fiance .
ce08ce1f3259d5718a8814a60707402679600349,train,Who is Arlequin?,Dorante's servant,"Lissette""s significant other.",Who is Arlequin ?,Dorante s servant,Lissette s significant other .
ce08ce1f3259d5718a8814a60707402679600349,train,Who does Lisette fall in love with?,Arlequin,Arlequin,Who does Lisette fall in love with ?,Arlequin,Arlequin
ce08ce1f3259d5718a8814a60707402679600349,train,Who's house does Dorante and Arlequin show up to?,Monsieur Orgon's,Monsieur Orgon's house,Who s house does Dorante and Arlequin show up to ?,Monsieur Orgon s,Monsieur Orgon s house
ce08ce1f3259d5718a8814a60707402679600349,train,Who does Dorante fall in love with?,Silvia,Silvia.,Who does Dorante fall in love with ?,Silvia,Silvia .
ce08ce1f3259d5718a8814a60707402679600349,train,Who sent a letter to Monsieur Orgon about Dorante's plan to dress up as a servant?,Dorante's father,Dorante's father,Who sent a letter to Monsieur Orgon about Dorante s plan to dress up as a servant ?,Dorante s father,Dorante s father
ceb53c6e5f1f89d2f4d43a0d9fa53af7734fa1d4,train,Who is misunderstanding?,A young woman husband name John.,John,Who is misunderstanding ?,A young woman husband name John .,John
ceb53c6e5f1f89d2f4d43a0d9fa53af7734fa1d4,train,Who is John's sister Jennie?,Their housekeeper.,The housekeeper.,Who is John s sister Jennie ?,Their housekeeper .,The housekeeper .
ceb53c6e5f1f89d2f4d43a0d9fa53af7734fa1d4,train,Who was creeping in the wallpaper?,A woman.,hallucinated woman,Who was creeping in the wallpaper ?,A woman .,hallucinated woman
ced259f88228bea5f1d29e0bc784c28ad8b8c4cb,test,Who proposes to Esther?,Felix,Harold Transome,Who proposes to Esther ?,Felix,Harold Transome
ced259f88228bea5f1d29e0bc784c28ad8b8c4cb,test,Who was found to be the owner of the Transome estate?,Esther,Esther Lyon,Who was found to be the owner of the Transome estate ?,Esther,Esther Lyon
ced259f88228bea5f1d29e0bc784c28ad8b8c4cb,test,Who was the Transome family lawyer?,Matthew Jermyn,Matthew Jermyn,Who was the Transome family lawyer ?,Matthew Jermyn,Matthew Jermyn
ced259f88228bea5f1d29e0bc784c28ad8b8c4cb,test,Who has been mishandling the Transome estate and embezzling?,Matthew Jermyn,Matthew Jermyn,Who has been mishandling the Transome estate and embezzling ?,Matthew Jermyn,Matthew Jermyn
ced259f88228bea5f1d29e0bc784c28ad8b8c4cb,test,Who does Rev. Lyon challenge to a debate?,Rev. Augustus Debarry,Rev. Augustus Debarry,Who does Rev . Lyon challenge to a debate ?,Rev . Augustus Debarry,Rev . Augustus Debarry
ced259f88228bea5f1d29e0bc784c28ad8b8c4cb,test,Who is Esther to Rev. Rufus Lyon?,Esther is Rev. Rufus Lyon's stepdaughter.,She is his stepdaughter,Who is Esther to Rev . Rufus Lyon ?,Esther is Rev . Rufus Lyon s stepdaughter .,She is his stepdaughter
ced259f88228bea5f1d29e0bc784c28ad8b8c4cb,test,Whose estate did Matthew Jermyn mishandle?,Matthew Jermyn mishandled the Transome estate.,Harold Transome's estate.,Whose estate did Matthew Jermyn mishandle ?,Matthew Jermyn mishandled the Transome estate .,Harold Transome s estate .
ced259f88228bea5f1d29e0bc784c28ad8b8c4cb,test,Who is the owner of the Transome estate?,Esther Lyon,Esther Lyon,Who is the owner of the Transome estate ?,Esther Lyon,Esther Lyon
ced259f88228bea5f1d29e0bc784c28ad8b8c4cb,test,Who eventually marries Esther?,Felix Holt,Felix Holt,Who eventually marries Esther ?,Felix Holt,Felix Holt
ced6d9c14fd61bbdb72a24dc2f5f90dbbeb0a30c,train,Whose voice did Martin hear during his sleep?,God's,God,Whose voice did Martin hear during his sleep ?,God s,God
ced6d9c14fd61bbdb72a24dc2f5f90dbbeb0a30c,train,Who did Martin see while he was searching for God?,Stepanitch,Stepanitch,Who did Martin see while he was searching for God ?,Stepanitch,Stepanitch
ced6d9c14fd61bbdb72a24dc2f5f90dbbeb0a30c,train,Who were the three figures that appeared to Martin at the end of the story?,The three people he had helped earlier that day.,The people he had given hospitality to that day.,Who were the three figures that appeared to Martin at the end of the story ?,The three people he had helped earlier that day .,The people he had given hospitality to that day .
ced7681fb9a12261d500c0f98c25a2eee17ee215,train,Who was involved in the sex scandal?,A teacher.,A high school teacher,Who was involved in the sex scandal ?,A teacher .,A high school teacher
ced7681fb9a12261d500c0f98c25a2eee17ee215,train,Who is suspected of ordering the murder of the victim?,"A fourth criminal, unnamed.",Stanley Howell and Robert Basso.,Who is suspected of ordering the murder of the victim ?,"A fourth criminal , unnamed .",Stanley Howell and Robert Basso .
ced7681fb9a12261d500c0f98c25a2eee17ee215,train,Who is Abner Coates betrothed to?,Jesse Gearhart.,Jesse Gearhart,Who is Abner Coates betrothed to ?,Jesse Gearhart .,Jesse Gearhart
ced7681fb9a12261d500c0f98c25a2eee17ee215,train,Who did the defendants kidnap and murder?,A drug dealer by the name of Frederick Zollicoffer.,Frederick Zollicoffer,Who did the defendants kidnap and murder ?,A drug dealer by the name of Frederick Zollicoffer .,Frederick Zollicoffer
ced7681fb9a12261d500c0f98c25a2eee17ee215,train,Who has to care for an infirm father?,Abner Coates,Abner Coates,Who has to care for an infirm father ?,Abner Coates,Abner Coates
ced7681fb9a12261d500c0f98c25a2eee17ee215,train,Who is considering running for district attorney?,Abner Coates.,Abner Coates.,Who is considering running for district attorney ?,Abner Coates .,Abner Coates .
ced7681fb9a12261d500c0f98c25a2eee17ee215,train,Who are as involved in a sex scandal?,A local high school teacher ,A hogh school teacher,Who are as involved in a sex scandal ?,A local high school teacher,A hogh school teacher
ced7681fb9a12261d500c0f98c25a2eee17ee215,train,Who confessed to the FBI?,Stanley Howell,Stanley Howell,Who confessed to the FBI ?,Stanley Howell,Stanley Howell
ced7681fb9a12261d500c0f98c25a2eee17ee215,train,Who was kidnapped on April 6?,Frederick Zollicoffer,Frederick Zollicoffer,Who was kidnapped on April 6 ?,Frederick Zollicoffer,Frederick Zollicoffer
ced7681fb9a12261d500c0f98c25a2eee17ee215,train,Who was involved in a vehicular homicide?,The son of a local politician ,A powerful politian's son,Who was involved in a vehicular homicide ?,The son of a local politician,A powerful politian s son
cee9ed60009c325382f35d5c81a5c22ab3cf9200,test,Who does Reinhard spend Christmas Eve with?,with fellow students,his fellow students,Who does Reinhard spend Christmas Eve with ?,with fellow students,his fellow students
cee9ed60009c325382f35d5c81a5c22ab3cf9200,test,Who inherited his father's farm?,Erich,Erich,Who inherited his father s farm ?,Erich,Erich
cee9ed60009c325382f35d5c81a5c22ab3cf9200,test,Who proposed to Elisabeth?,Erich,Erich.,Who proposed to Elisabeth ?,Erich,Erich .
cee9ed60009c325382f35d5c81a5c22ab3cf9200,test,Who does Elisabeth marry? ,Erich,Erich.,Who does Elisabeth marry ?,Erich,Erich .
cee9ed60009c325382f35d5c81a5c22ab3cf9200,test,Who does Reinhard write fairy tales for?,Elisabeth,elisabeth,Who does Reinhard write fairy tales for ?,Elisabeth,elisabeth
cee9ed60009c325382f35d5c81a5c22ab3cf9200,test,Who gets engaged to Elisabeth?,Ehrich,Erich.,Who gets engaged to Elisabeth ?,Ehrich,Erich .
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who is Murasaki to Lady Fujitsubo?,Her niece.,Lady Fujitsubo's niece.,Who is Murasaki to Lady Fujitsubo ?,Her niece .,Lady Fujitsubo s niece .
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who does Genji want Murasaki to be like?,Lady Fujitsubo.,Lady Fujitsubu,Who does Genji want Murasaki to be like ?,Lady Fujitsubo .,Lady Fujitsubu
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who is Karou's real father?,Kashiwagi.,Genji's nephew.,Who is Karou s real father ?,Kashiwagi .,Genji s nephew .
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,"Who are the two main characters in ""The Uji Chapters""?",Karou and Niou.,Kaoru and Niou.,Who are the two main characters in The Uji Chapters ?,Karou and Niou .,Kaoru and Niou .
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who is Hikaru Genji's father?,Emperor Kiritsubo,Emporer Kiritsubo,Who is Hikaru Genji s father ?,Emperor Kiritsubo,Emporer Kiritsubo
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who is the father of Reizei?,Genji,Genji,Who is the father of Reizei ?,Genji,Genji
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who does Genji marry after Lady Aoe dies?,Murasaki,Lady Fujitsubo,Who does Genji marry after Lady Aoe dies ?,Murasaki,Lady Fujitsubo
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who becomes Emporer after Genji's father dies?,Suzaku,Suzaku,Who becomes Emporer after Genji s father dies ?,Suzaku,Suzaku
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who raises Genji's rank?,His son Reizei,emporer reizei,Who raises Genji s rank ?,His son Reizei,emporer reizei
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who is the Emperess' son?,Niou,Reizei.,Who is the Emperess ' son ?,Niou,Reizei .
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who are Kaoru's biological parents?,The Third Princess and Genji's nephew.,The third princess and Genji's nephew,Who are Kaoru s biological parents ?,The Third Princess and Genji s nephew .,The third princess and Genji s nephew
cefe0b107c44873159f4502d8698c5a3ad9352a0,train,Who are Genji's parents?,Emperor Kiritsubo and the concubine Lady Kiritsubo.,Emperor Kiritsubo and Lady Kiritsubo ,Who are Genji s parents ?,Emperor Kiritsubo and the concubine Lady Kiritsubo .,Emperor Kiritsubo and Lady Kiritsubo
d001bd5bff80663fd1d4482d3b643c1ee414e79f,train,Who is the narrator of the story?,Botchan.,The narrator is Botchan himself.,Who is the narrator of the story ?,Botchan .,The narrator is Botchan himself .
d001bd5bff80663fd1d4482d3b643c1ee414e79f,train,Who is Red Shirt?,Red Shirt is the head teacher.,The head teacher of the school. ,Who is Red Shirt ?,Red Shirt is the head teacher .,The head teacher of the school .
d001bd5bff80663fd1d4482d3b643c1ee414e79f,train,Who do Botchan's parent's favor?,His brother,Kiyo,Who do Botchan s parent s favor ?,His brother,Kiyo
d001bd5bff80663fd1d4482d3b643c1ee414e79f,train,Who treats Botchan's welfare?,Kiyo,"The maidservant, Kiyo",Who treats Botchan s welfare ?,Kiyo,"The maidservant , Kiyo"
d001bd5bff80663fd1d4482d3b643c1ee414e79f,train,Who is the school's head teacher?,Red shirt,Red Shirt,Who is the school s head teacher ?,Red shirt,Red Shirt
d001bd5bff80663fd1d4482d3b643c1ee414e79f,train,Who forces Arashi to resign?,Red Shirt,Red Shirt,Who forces Arashi to resign ?,Red Shirt,Red Shirt
d001bd5bff80663fd1d4482d3b643c1ee414e79f,train,Who becomes devoted to Botchan's welfare when his mother passes?,Kiyo. ,Kiyo,Who becomes devoted to Botchan s welfare when his mother passes ?,Kiyo .,Kiyo
d001bd5bff80663fd1d4482d3b643c1ee414e79f,train,Who does Botchan decide are more moral at the school?,Uranari and Yama Arashi,Yama arashi,Who does Botchan decide are more moral at the school ?,Uranari and Yama Arashi,Yama arashi
d030a80754b5bf6bc6b77f020da4dde5bf7cb542,train,Who turns King Awgwa's subjects into clods of dirt?,The Wood Nymphs,Wood Nymphs,Who turns King Awgwa s subjects into clods of dirt ?,The Wood Nymphs,Wood Nymphs
d030a80754b5bf6bc6b77f020da4dde5bf7cb542,train,Who does Ak slice in half?,King Awgwa,the king awgwa,Who does Ak slice in half ?,King Awgwa,the king awgwa
d030a80754b5bf6bc6b77f020da4dde5bf7cb542,train,Who helps Claus go through the walls of the children's houses?,The Nymphs and Fairies,Nymphs and fairies,Who helps Claus go through the walls of the children s houses ?,The Nymphs and Fairies,Nymphs and fairies
d030a80754b5bf6bc6b77f020da4dde5bf7cb542,train,Who are the Awgwas' allies?,"The Asiatic Dragons, the Giants of Tartary, the Black Demons of Patalonia, and Goozle-Goblins.","Giants, Goozle-Goblins, Asiatic Dragons, and Black Demons",Who are the Awgwas ' allies ?,"The Asiatic Dragons , the Giants of Tartary , the Black Demons of Patalonia , and Goozle-Goblins .","Giants , Goozle-Goblins , Asiatic Dragons , and Black Demons"
d0384c80f6e170845dd6aade076d21da6174c045,train,Who does The Celebrity ask to marry him?,Irene Trevor,IRENE TREVOR,Who does The Celebrity ask to marry him ?,Irene Trevor,IRENE TREVOR
d0384c80f6e170845dd6aade076d21da6174c045,train,Who is The Celebrity impersonating?,Charles Wrexel Allan,CHARLES WREXELL ALLAN,Who is The Celebrity impersonating ?,Charles Wrexel Allan,CHARLES WREXELL ALLAN
d0384c80f6e170845dd6aade076d21da6174c045,train,Who did Charles Wrexel Allan embezzle money from?,Miles Standish Bicycle Company,Miles Standish Bicycle Company,Who did Charles Wrexel Allan embezzle money from ?,Miles Standish Bicycle Company,Miles Standish Bicycle Company
d0384c80f6e170845dd6aade076d21da6174c045,train,Who does John Crocker marry?,Irene Thorn,Irene thorne,Who does John Crocker marry ?,Irene Thorn,Irene thorne
d0384c80f6e170845dd6aade076d21da6174c045,train,Who is posing as The Celebrity?,Charles Allan,Mr.Allen,Who is posing as The Celebrity ?,Charles Allan,Mr.Allen
d0384c80f6e170845dd6aade076d21da6174c045,train,Who is john Crocker?,A friend of the Celebrity before he was famous,The Celebrity's friend.,Who is john Crocker ?,A friend of the Celebrity before he was famous,The Celebrity s friend .
d0384c80f6e170845dd6aade076d21da6174c045,train,Who does the Celebrity propose to?,Irene Trevor,Irene Trevor,Who does the Celebrity propose to ?,Irene Trevor,Irene Trevor
d0384c80f6e170845dd6aade076d21da6174c045,train,Who does the Celebrity dump Irene Trevor for?,Marian Thor,Marian Thorn.,Who does the Celebrity dump Irene Trevor for ?,Marian Thor,Marian Thorn .
d0384c80f6e170845dd6aade076d21da6174c045,train,Who is Charles Wrexall Allen?,The man the Celebrity is impersonating.,The man who the celebrity is impersonating,Who is Charles Wrexall Allen ?,The man the Celebrity is impersonating .,The man who the celebrity is impersonating
d0384c80f6e170845dd6aade076d21da6174c045,train,Who does Mr. Dunn turn out to be?,Mr. Allen,Mr. Allen,Who does Mr. Dunn turn out to be ?,Mr. Allen,Mr. Allen
d0384c80f6e170845dd6aade076d21da6174c045,train,Who does Irene Thorne marry?,John Crocker,John Crocker,Who does Irene Thorne marry ?,John Crocker,John Crocker
d0384c80f6e170845dd6aade076d21da6174c045,train,"Who is Mr. Allen impersonating at the end of story,?",The Celebrity,The Celebrity.,"Who is Mr. Allen impersonating at the end of story , ?",The Celebrity,The Celebrity .
d0384c80f6e170845dd6aade076d21da6174c045,train,Who was the Celebrity impersonating? ,Charles Wrexell Allen. ,Charles Wrexel Aleen,Who was the Celebrity impersonating ?,Charles Wrexell Allen .,Charles Wrexel Aleen
d0384c80f6e170845dd6aade076d21da6174c045,train,Who does the group believe Mr. Dunn is when he arrives on Bear Island? ,A detective. ,They believe he is a detective,Who does the group believe Mr. Dunn is when he arrives on Bear Island ?,A detective .,They believe he is a detective
d0384c80f6e170845dd6aade076d21da6174c045,train,Who does Mr. Dunn turn out to be? ,Mr. Allen. ,CHARLES WREXELL ALLAN,Who does Mr. Dunn turn out to be ?,Mr. Allen .,CHARLES WREXELL ALLAN
d048b2940e89186fca8f3d727d92757c21e3b476,train,Whose were some of the faces that Dr. Elihu Whipple nap visions see? ,The Harris family members' faces. ,Harris Family.,Whose were some of the faces that Dr. Elihu Whipple nap visions see ?,The Harris family members ' faces .,Harris Family .
d048b2940e89186fca8f3d727d92757c21e3b476,train,Who was the protagonist's uncle? ,Dr. Elihu Whipple. ,Dr. Elihu Whipple.,Who was the protagonist s uncle ?,Dr. Elihu Whipple .,Dr. Elihu Whipple .
d0f0333ad7eb04d248ae1a8a6b69e68b7b359f76,train,Who previously owned the Skin Horse?,the boy's uncle,The boy's uncle,Who previously owned the Skin Horse ?,the boy s uncle,The boy s uncle
d0f0333ad7eb04d248ae1a8a6b69e68b7b359f76,train,Who tells the rabbit about toys becoming real?,Skin Horse,The boys uncle,Who tells the rabbit about toys becoming real ?,Skin Horse,The boys uncle
d0f0333ad7eb04d248ae1a8a6b69e68b7b359f76,train,Who changes the rabbit into a real rabbit?,a fairy,A fairy,Who changes the rabbit into a real rabbit ?,a fairy,A fairy
d0f0333ad7eb04d248ae1a8a6b69e68b7b359f76,train,Who tells the rabbit about toys becoming real?,The Skin Horse,Skin Horse,Who tells the rabbit about toys becoming real ?,The Skin Horse,Skin Horse
d0f0333ad7eb04d248ae1a8a6b69e68b7b359f76,train,Who was the original owner of the Skin Horse?,the boy's uncle,the boy's uncle,Who was the original owner of the Skin Horse ?,the boy s uncle,the boy s uncle
d0f0333ad7eb04d248ae1a8a6b69e68b7b359f76,train,Who was the oldest and wisest toy in the nursery?,The Skin Horse,The rabbit,Who was the oldest and wisest toy in the nursery ?,The Skin Horse,The rabbit
d12193f0306f5697bc5568e62349f54b9f1989dd,train,"Who are the ""Wolves"" trying to trick into avoiding their own settlements?","The Sheep were the ones who the ""Wolves"" tried to trick into avoiding their own settlements.",the Sheep,Who are the Wolves trying to trick into avoiding their own settlements ?,The Sheep were the ones who the Wolves tried to trick into avoiding their own settlements .,the Sheep
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who is considered to be a direct threat to the the whole of society?,The Wolves are considered a direct threat to everyone else in society.,Wolves,Who is considered to be a direct threat to the the whole of society ?,The Wolves are considered a direct threat to everyone else in society .,Wolves
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who spies on the Pyramids?,The freed Snowflake spies on the Pyramids.,the snowflake,Who spies on the Pyramids ?,The freed Snowflake spies on the Pyramids .,the snowflake
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who does Snowflake spy on?,The pyramids,The Pyramids.,Who does Snowflake spy on ?,The pyramids,The Pyramids .
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who gets back an individual identity?,Glenn Tropile,Glenn Tropile,Who gets back an individual identity ?,Glenn Tropile,Glenn Tropile
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who plans to destroy the Pyramids?,The Snowflakes,human components,Who plans to destroy the Pyramids ?,The Snowflakes,human components
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who does Tropile lead?,The humans,his wife,Who does Tropile lead ?,The humans,his wife
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who do they remerge their personalities as?,The snowflake,Snowflake,Who do they remerge their personalities as ?,The snowflake,Snowflake
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who becomes a hero?,Tropile,Tropile,Who becomes a hero ?,Tropile,Tropile
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who was shipped back to earth?,The Components,the Components,Who was shipped back to earth ?,The Components,the Components
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who regards himself as one of the feared wolves?,Glenn Tropile,Glenn Tropile.,Who regards himself as one of the feared wolves ?,Glenn Tropile,Glenn Tropile .
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who do the freed snowflakes spy on?,The Pyramid,the Pyramids,Who do the freed snowflakes spy on ?,The Pyramid,the Pyramids
d12193f0306f5697bc5568e62349f54b9f1989dd,train,Who stole earth from the solar system?,The Pyramid,a  rogue Planet,Who stole earth from the solar system ?,The Pyramid,a rogue Planet
d180ebbb2e1e14572d6bb586e26318056b1ce37c,train,Who is the main character of the story?,Michael Strogoff,Michael Strogoff,Who is the main character of the story ?,Michael Strogoff,Michael Strogoff
d180ebbb2e1e14572d6bb586e26318056b1ce37c,train,Who does Michael meet in Omsk?,his mother,His mother.  ,Who does Michael meet in Omsk ?,his mother,His mother .
d180ebbb2e1e14572d6bb586e26318056b1ce37c,train,Who is the demoted and exiled colonel who desires to destroy Irkutsk?,Ivan Ogareff,Ivan Ogareff,Who is the demoted and exiled colonel who desires to destroy Irkutsk ?,Ivan Ogareff,Ivan Ogareff
d180ebbb2e1e14572d6bb586e26318056b1ce37c,train,Who does Michael meet on the way to Irkutsk? ,Nadia Fedor,His mother.,Who does Michael meet on the way to Irkutsk ?,Nadia Fedor,His mother .
